,"XM_008378954,1","XM_008358718,1","NM_001293983,1","XM_008339015,1","XM_008378862,1","XM_008381409,1","XM_008372268,1","XM_008357852,1","XM_008347563,1","XM_008395865,1","XM_008347928,1","XM_008352752,1","XM_008390007,1","XM_008346127,1","XM_008391412,1","XM_008375822,1","XM_008342092,1","XM_008346561,1","XM_008392658,1","XM_008340249,1","XM_008357031,1","XM_008342489,1","XM_008365736,1","XM_008353259,1","XM_008392645,1","XM_008346577,1","XM_008392118,1","XM_008388475,1","XM_008353031,1","XM_008359318,1","XM_008392497,1","XM_008389619,1","XM_008340728,1","XM_008341644,1","XM_008352864,1","XM_008353321,1","XM_008358077,1","XM_008339343,1","XM_008358066,1","XM_008390606,1","XM_008360876,1","XM_008348542,1","XM_008377120,1","XM_008367835,1","XM_008375192,1","XM_008379224,1","XM_008382874,1","XM_008351661,1","XM_008364214,1","XM_008395973,1","XM_008395429,1","XM_008341462,1","XM_008361055,1","XM_008367891,1","XM_008364242,1","XM_008371859,1","XM_008373586,1","XM_008366883,1","XM_008349204,1","XM_008343281,1","XM_008352749,1","JN381497,1","XM_008375404,1","XM_008349498,1","XM_008356729,1","XM_008385618,1","XM_008348256,1","XM_008368498,1","XM_008346417,1","XM_008392579,1","XM_008375174,1","XM_008372502,1","XM_008375050,1","XM_008344638,1","XM_008380349,1","XM_008382862,1","XM_008366401,1","XM_008370181,1","XM_008382964,1","XM_008351730,1","XM_008388172,1","XM_008348226,1","XM_008393407,1","XM_008352977,1","XM_008357035,1","XM_008369353,1","XM_008346320,1","XM_008377122,1","XM_008370383,1","XM_008378026,1","XM_008348634,1","XM_008386805,1","XM_008387564,1","XM_008366364,1"
"XM_008378954,1",1.0,-0.5843283129287804,0.6609964401523974,0.9574734952931633,-0.9353431452034817,-0.04845951260296028,-0.3122375930038097,-0.42250913179860516,-0.2586549558264979,0.46375002890820394,0.28793524151108746,-0.8690402645263694,-0.46060168973277443,0.7633048102703754,0.025901594133020928,-0.7712860865605033,-0.7484309944374847,0.09535861593141409,0.38978239799187,0.14719891216865422,0.3950456365259996,-0.06521392502515437,0.7011533722639306,0.9029232607131564,0.27498426289832734,0.12479049228673536,-0.3047747225466052,-0.3327351318444885,0.15644636480906468,0.6379445052341397,-0.4676346666339571,0.29233666685986176,-0.18598911720345662,0.5227576855220648,0.8064879007477119,0.5279781183432379,0.10671488243063637,-0.5459680698190925,0.3481950923001698,-0.805805063712905,-0.09668989777902587,0.6249006939994273,-0.04222300365475132,0.112331370102601,-0.6314195130095314,-0.7285493321793953,0.6609964401523974,-0.5327722813625626,-0.0008310158789905717,-0.9502759999616712,0.8489374999423419,-0.2418979747549694,0.6199557052526422,-0.9799582509569619,-0.4374910527899991,-0.2970984747117962,-0.8037413102048323,0.9519324388176623,0.08986550875079892,-0.1501818714938045,-0.25803799367760016,0.6254296439906996,0.18589261620924763,-0.29899040311972047,0.12556686629164326,-0.45647385702562115,0.907248410508188,0.09955575823933308,-0.7127242076188706,-0.7514059517916964,-0.1769783396310564,-0.0396542427683721,-0.19580681478672346,0.4899255748870639,-0.010847335559906862,-0.7998820535335722,0.07253379049316018,0.4774057663885094,0.0986351594513949,0.09888568634693032,0.11441830508715206,0.21383068930768542,-0.4062305588648164,0.4297784053753946,0.2826956327754711,0.4742437212411756,-0.9761796694413319,0.08441476892662841,-0.872986446478024,-0.1597038378891706,-0.880739113024605,-0.1597038378891706,-0.9938034213226998,0.23480266642038802
"XM_008358718,1",-0.5843283129287804,1.0,0.060499833879699066,-0.6612816877392496,0.46471067227626334,-0.7400420265120652,-0.3316485160002834,0.49574410970600247,0.5404470253241842,-0.6908163403195876,0.4950550922195333,0.3210782540875474,-0.33987621843926474,-0.9564755272727009,-0.8190736245678023,0.9170313406943253,0.19838063537693984,-0.35314782982915705,0.31150362542118276,-0.8376738365528215,-0.9211209555266303,0.27416469442463137,-0.9820165814526363,-0.28338075919716416,0.32797828250943273,-0.1040061963002423,0.6437718198033981,-0.2944736794270551,0.45507714249687947,-0.9150363775071346,0.980792451084945,-0.8281955989869684,-0.248673929810206,-0.9033818414032019,-0.7963431326515135,-0.4273141672849934,0.61711173387364,0.9135814122462143,-0.6973161776610457,0.7489983607367938,-0.18171627623196007,-0.9321579789966538,-0.6771715579973387,-0.10528858860392536,0.036569865096341525,0.003330429104387963,0.060499833879699066,0.8422509084594794,0.733283731828553,0.4600839764126508,-0.7803265444218279,-0.5107859481779088,-0.9689663970680481,0.6261470630700815,0.7219288673161414,0.6782065395325882,0.6515753466453419,-0.3320220998579194,0.4560112622223833,0.8889105155131427,-0.06887897720305675,-0.8942537840090381,-0.2120302380048277,-0.29814985957388646,0.391181282895433,0.9413443129990402,-0.5279088659210865,0.6372207558595552,-0.14123633728895316,0.4212058307446333,0.43934035331055526,-0.5212687121049269,0.5458522483485045,-0.6238058361480464,0.669605624932037,0.7716153105558317,0.41792158902982246,-0.987808369245114,-0.748089595862288,-0.8423892986867901,0.6062570858162172,-0.9046329242498926,-0.38981906142988,-0.9473999175310153,0.41575506389730565,-0.436217689100624,0.6929992994671127,-0.765255729070733,0.244844357055925,-0.5533283749852896,0.8720925794523364,-0.5533283749852896,0.616021433524457,-0.31339949175829906
"NM_001293983,1",0.6609964401523974,0.060499833879699066,1.0,0.48097754730821846,-0.769255011460917,-0.7059173787262347,-0.45840874723177794,0.22283562628338321,0.519585784739273,-0.051347585971582,0.8617513270664463,-0.5803242256685002,-0.9477371059120371,0.15103999250500258,-0.46788082261939123,-0.05777627014552833,-0.39260253933191513,-0.6075801568449016,0.6906917908894202,-0.5862380209940494,-0.3741757229210877,0.16503176029278727,0.11432783447204196,0.6306064062349828,0.8654618565529583,0.15669859321709434,0.234427506824893,-0.9193607410381582,0.8383910310116459,-0.13906693745873466,0.19374498600145537,0.001007219736840583,-0.6425192717158286,-0.24028229960621808,0.12580188452604432,0.6585632864879738,0.7573523855371332,0.24915326260258558,0.012239924855659404,-0.16702295082283933,-0.17699324688436274,-0.1325115913111184,-0.6552480820196921,-0.2499999999999999,-0.612372435695794,-0.8550607441903365,1.0,-0.2326669578324256,0.593653404077075,-0.7951381602552667,0.18248685607525494,-0.7903259969422082,-0.12203110691205847,-0.7040141227776042,-0.2499958333125001,0.4652542817086955,-0.48264269700454243,0.7500678642690201,0.5052190687412843,0.4249077060411263,0.1504562626623371,-0.1373957071341312,0.5465412183169218,-0.560388496928278,0.4020531161447995,0.1722398135665801,0.3867323608758755,0.7922587686680739,-0.8660347118123283,-0.8027718319950994,0.30244891484930553,-0.20059729313841976,0.2144784176867757,-0.2958116191751777,0.3342910588096825,-0.13019399719092034,0.5516129111827788,-0.19195793851438736,-0.5708317366436859,-0.5485844619467364,0.8095824431396208,-0.40008979886324153,-0.636481538030971,-0.32542661333007894,0.7834389676258791,-0.20709143854890133,-0.6130772445565595,-0.6063642926784294,-0.7738884863365457,-0.25,-0.35459266444369375,-0.25,-0.6076523708719207,-0.24999999999999942
"XM_008339015,1",0.9574734952931633,-0.6612816877392496,0.48097754730821846,1.0,-0.7951801455037448,0.14281889792629288,-0.38859691617195613,-0.43810318362939865,-0.4557774342849156,0.3893108069548407,0.15241595367194896,-0.7669998926903695,-0.24419787532639328,0.8417913006829862,0.11716578855106433,-0.8667542302868486,-0.8228585365623496,0.3081494413019338,0.14194676659351171,0.32599489019782596,0.5613796107371127,0.07836764690365804,0.7328060578190123,0.8353161991708297,0.016513676204310778,0.2913433204311519,-0.5485836838453106,-0.10988651984712251,-0.028756464603464624,0.7679675600022309,-0.5924650563194916,0.3217728886248046,0.10536803284896329,0.6996075649215616,0.834408663910446,0.3310002325619087,-0.13610823362611005,-0.6747219578504718,0.23555163867405735,-0.8028028747059475,0.12065261887086769,0.767127535529158,0.1979322623202443,0.3712576374401944,-0.6958471144933882,-0.5211560953107564,0.48097754730821873,-0.463673253144758,-0.2231029351558293,-0.8205340765321709,0.8846968392715499,0.010145831432839895,0.7189595977959427,-0.9269364755814471,-0.3159099065864219,-0.39028449696732337,-0.6661406513623243,0.862991730573536,-0.17644824337517495,-0.26905209340126574,-0.38370228761544706,0.7834972220736406,0.01495048575840307,-0.3521116078110264,0.2114450131692603,-0.48257992284900236,0.9358522006556951,-0.07727549441857837,-0.5632040091839183,-0.5580945610935807,-0.11816403982309277,0.11267006345818718,-0.1046682756050433,0.6454909304774425,-0.18690756049383833,-0.9306197445859511,-0.21059562175849447,0.5913667998662923,0.3352573112985688,0.20701623488380883,-0.09419028632883512,0.3647139673106025,-0.2141548494741531,0.5795339516223463,0.014988974598796504,0.668154521522874,-0.9615812553090116,0.31015083035025365,-0.7163799727417124,-0.13016866850177747,-0.9285727446315822,-0.13016866850177747,-0.9469217168209806,0.18814542701745376
"XM_008378862,1",-0.9353431452034817,0.46471067227626334,-0.769255011460917,-0.7951801455037448,1.0,0.22725770795819641,0.12761953247270136,0.39677338307486804,0.02014063066719956,-0.5539859815831188,-0.36360279686293906,0.8958482651146101,0.631917995444951,-0.6064092927646959,0.03583555217568354,0.5955936090126742,0.5504449271715061,0.1498799686366802,-0.6326068393462623,0.03835609617498944,-0.19003640208618636,0.28254079342940674,-0.6193310194366338,-0.873136309568531,-0.5295371871015293,0.12737754767232237,-0.021174950786579456,0.5292475458241843,-0.3173404592396001,-0.44193679048842854,0.3019645336004371,-0.25551123285666394,0.5151811495984199,-0.27984542636195603,-0.7116462579977294,-0.7179503000397861,-0.3526255926889058,0.36896513660665337,-0.49812534599740027,0.7491188761641174,0.3697123688467855,-0.4132923869239438,0.2961147187717088,0.23605746658045074,0.4353539723539581,0.8821482724915302,-0.7692550114609168,0.5929855241409218,-0.2348090710212733,0.9967995895919665,-0.7341095710272395,0.48931633728361745,-0.4697093292070446,0.9301730263322597,0.5739756849880765,0.2009926738320958,0.9067985569861152,-0.9398892108833848,-0.39584020219583765,0.03746203477388948,0.06701159078545521,-0.39058376732012035,-0.3725807063833747,0.14149331886119781,0.05241394376168444,0.42631467251562094,-0.771233235853283,-0.25067792082655277,0.7806716993239522,0.9035101125893659,0.2824407939825585,0.2124344513066557,0.34191050939820045,-0.2732032486060606,-0.18378276091977924,0.5610288295687116,-0.4015264803689529,-0.3260887198873478,0.16756466178515908,-0.013763515200315473,-0.30829221327882644,-0.04908207774024603,0.5708603471549875,-0.24182441080946052,-0.5522777450844202,-0.1914155277379973,0.8827991920523638,0.16183956520386342,0.9576103390307524,0.144737508341121,0.7363570690436667,0.144737508341121,0.9411562789962797,-0.3088226894553795
"XM_008381409,1",-0.04845951260296028,-0.7400420265120652,-0.7059173787262347,0.14281889792629288,0.22725770795819641,1.0,0.4848200797188101,-0.4066357139532987,-0.6984532421991404,0.4344842409530382,-0.8914472222967788,0.2286782483069915,0.8835571535729192,0.5785847402380954,0.8945607462508838,-0.5932507437279149,0.12864955146757104,0.629047662910846,-0.75460475480569,0.9789705151309486,0.8966023266985278,-0.1983053375338004,0.6030863836927064,-0.26901642726391584,-0.8215355172256578,0.07896434095261932,-0.6767144355743113,0.8109096445072111,-0.8473840768647778,0.7213030012295472,-0.8311544543852758,0.615038946514643,0.6628566393381354,0.8041886663489399,0.42464143970516366,-0.15240575277384497,-0.9630390840911988,-0.7855120226127099,0.4179920349311376,-0.353227516838229,0.35588071581453207,0.7415886795226789,0.9530099891906499,0.30174267558050466,0.3300072632159673,0.623397345506776,-0.7059173787262354,-0.42485425870285104,-0.9533535131942444,0.23951028574369207,0.38302709208549635,0.9259582463242088,0.7448487931423516,0.03414927936769529,-0.314122728153392,-0.7226109913495803,-0.07228193090155834,-0.3019795010920099,-0.7373459066632747,-0.9201311666139427,-0.01821392249458805,0.7215509077137725,-0.1897750892375401,0.5100653164204346,-0.46327452640829525,-0.7406354556408585,0.07892745693368045,-0.9571902230976691,0.7096647913467962,0.26427815499817303,-0.40871569847889316,0.5908754036764979,-0.43602036069541067,0.5992954675858158,-0.7672069436258554,-0.4589571827351486,-0.7313762514503868,0.8281371565097473,0.9419967160483091,0.940044368534299,-0.9597148423030378,0.9254738958226131,0.768686631178122,0.8809204205195945,-0.8641337725391082,0.435668481637315,-0.07862837419026429,0.967927772944655,0.40048038029237015,0.5982266146274537,-0.3840604474591816,0.5982266146274537,0.0017261404099889154,0.2797557167979706
"XM_008372268,1",-0.3122375930038097,-0.3316485160002834,-0.45840874723177794,-0.38859691617195613,0.12761953247270136,0.4848200797188101,1.0,-0.31211030299789333,-0.02393842207580738,0.6364726602521158,-0.6929360953710805,0.21075385732063723,0.4349273411162897,0.057431701552104926,0.6846032453088647,-0.02920516240186488,0.7170170064008848,-0.04426356562975896,-0.09220842191914462,0.4306914757007955,0.2753203502779861,-0.793933777517897,0.29130582869613253,-0.40901428409957563,-0.13778632895147833,-0.6433510998728428,0.26926088606262844,0.29511451889878276,-0.41393975295652313,0.11245337319491737,-0.30344472672075035,0.4453386505474735,-0.23666395063139864,0.07088857442226328,0.09241431654575073,0.3037052764131632,-0.27358290413663927,-0.23628066558594307,0.7807805066791462,-0.1288111989656136,-0.4112217348019772,0.08715358489974091,0.23005147279189003,-0.6624852352438662,0.9152061042738261,0.24427930210237628,-0.4584087472317782,-0.5120087793613256,-0.2729833655882753,0.19170831604800584,-0.007029276656846302,0.24207908844934967,0.2579690648049197,0.26297314288975127,-0.6223405740428392,-0.43105540847991125,-0.28122760728211355,-0.40397395285351984,0.12295374963839938,-0.5602718652701046,0.49696647140677447,0.0057275796922266475,0.27931008449859385,0.9592344613298877,-0.9530239403760281,-0.5932213285352992,-0.36208692701824347,-0.5332097568468575,0.5585179003062978,-0.07920730801975681,-0.6882496015423,0.07734467203661115,-0.8144410765169059,-0.03394915555754918,-0.1895717181483264,0.2738124026750806,0.1867488618369432,0.339908180930677,0.17448004291759306,0.6689122907709094,-0.41992759343226743,0.4179460414835759,0.31434227322024216,0.30216801292722806,-0.12547487520046396,-0.3725077887415782,0.2715759615064296,0.2569039323118476,0.2274985238029024,0.6085122775542218,0.10741781210644447,0.6085122775542218,0.23113382030077292,0.4791482876831693
"XM_008357852,1",-0.42250913179860516,0.49574410970600247,0.22283562628338321,-0.43810318362939865,0.39677338307486804,-0.4066357139532987,-0.31211030299789333,1.0,0.7704113375871713,-0.8344622649716922,0.5475152838419692,0.6532910914579617,-0.25122096542726136,-0.44430634820049225,-0.2716488106040503,0.6410362785180082,0.4050683382483333,-0.6955556851435347,-0.21653299603872064,-0.532213811445685,-0.5791462965662945,0.6987721536796843,-0.5016964963850825,-0.5487325176932849,0.36042096314581,0.5911985560324512,0.06246871698818434,-0.47246429645084065,0.6667229872170336,-0.6896196153343872,0.4184728705522056,0.010237184319239416,-0.03364133185138678,-0.5447613584861655,-0.8314413414940803,0.046779392678529194,0.3356039517241166,0.7359749735620305,-0.5535427960720014,0.8563921308198841,0.5315241554550963,-0.6038261145995749,-0.22048624945795414,-0.0035167318311405326,-0.1790731274531054,0.26214917821674383,0.22283562628338377,0.25734331763787327,0.19068930326381425,0.34767697904935485,-0.7888324114247294,-0.16627513527077467,-0.6635352194254085,0.28892555432702816,0.24031589168179002,0.9252970269965773,0.6035847981857897,-0.42173519324421593,-0.1266288837754703,0.32104647826961685,0.5721515660326871,-0.5975355585457385,0.4567132424735901,-0.5177996626802818,0.5714847889821556,0.641615959079189,-0.6595307302364096,0.5906071288272499,0.14398126590125063,0.10939766127877454,0.8911150037586855,0.40838050298562845,0.7595906398653449,-0.8359862413672169,-0.17716711489149448,0.5465095340795177,-0.011058988877576977,-0.46000335536372006,-0.2994748027989384,-0.5375373029560074,0.5308856160411254,-0.3052049110981844,0.26820783843211904,-0.5754315384483949,0.08569446393755184,-0.6326051805246159,0.3279942370555689,-0.3637566395818827,0.44446576826703316,0.24488970725833464,0.39409204269812953,0.24488970725833464,0.514667201498571,-0.9506501012688752
"XM_008347563,1",-0.2586549558264979,0.5404470253241842,0.519585784739273,-0.4557774342849156,0.02014063066719956,-0.6984532421991404,-0.02393842207580738,0.7704113375871713,1.0,-0.4460652667471301,0.666233051985599,0.29055278894698205,-0.6269470583095024,-0.5197733721616751,-0.37924164096208257,0.7015151002555159,0.502946287662494,-0.9757235975928374,0.3653474148941196,-0.7711680535964032,-0.7910033627729871,0.17862665896069974,-0.45128623601838025,-0.29565712608881184,0.8127044437741047,0.04770726541365434,0.5939040070887092,-0.8107917263195387,0.8735441658865942,-0.8054058002941469,0.5849825581187749,-0.05431860559499105,-0.6587612934731012,-0.7986885909353777,-0.693115478345026,0.45320869977059386,0.7625183191227768,0.8300061876309964,-0.1498002897873138,0.6430364752613362,-0.09255245118404666,-0.7695246310410412,-0.6759789579925723,-0.5879486738498407,0.05581806522111993,-0.22835323775484562,0.5195857847392731,0.04174769219185794,0.6155784527779757,0.009204093194089647,-0.6832002771986673,-0.655132785298759,-0.7142557219831849,0.1361828031437637,-0.09115127840174696,0.8771657078733553,0.16117959137343804,-0.15796521381681378,0.4873121137916089,0.48302708614848977,0.713862644799875,-0.8016441195487299,0.7070235413629179,-0.22636288217274375,0.2003630174247817,0.524889700865489,-0.5848416146527565,0.7983800530569298,-0.1807010627686472,-0.31739248261302705,0.5103117092453598,-0.029618360267852625,0.3410576875030417,-0.9669143797852096,0.24885602972078275,0.7184547259175915,0.6106813446982008,-0.5910094013436149,-0.7323060909915464,-0.6131281808920156,0.8264873846323034,-0.5471683377580935,-0.19961771655217495,-0.7526574818627906,0.6321428402086339,-0.9104797475089359,0.24844910976923176,-0.7528490258907978,0.01982074266010284,0.1367257782211352,0.4248740173523195,0.1367257782211352,0.3140865688235511,-0.5879486738498403
"XM_008395865,1",0.46375002890820394,-0.6908163403195876,-0.051347585971582,0.3893108069548407,-0.5539859815831188,0.4344842409530382,0.6364726602521158,-0.8344622649716922,-0.4460652667471301,1.0,-0.524772568606243,-0.5775853024626371,0.13733418673414707,0.5780692623831091,0.5516390871709854,-0.6481197360472275,-0.06386667683705478,0.290919264715254,0.25772763886579386,0.549199194623317,0.5895440384370297,-0.863701950787635,0.7295716082214384,0.4164838217691629,-0.07783932796488591,-0.6353418701191403,0.03750253320906695,0.20531297490067324,-0.4546538212296862,0.6545057076230201,-0.5768470703644771,0.4100529138035916,-0.26683435493214985,0.5031236418685466,0.7989952664881252,0.44931414253371127,-0.2341560411444846,-0.71048180234516,0.919174070346567,-0.8374716249072696,-0.5735494516170911,0.5926506527661836,0.18642798517427872,-0.4050793845816874,0.3726710608999452,-0.3340884196550796,-0.05134758597158288,-0.6980886081512786,-0.22339043343198842,-0.49713424550189805,0.7359017379320308,0.07473884525068816,0.7314891537252685,-0.42823791435187253,-0.7238475164350758,-0.8061967431830424,-0.8421275571143824,0.38988339914331344,0.21663413868144643,-0.5486916647057626,-0.03930690089991859,0.5361218079311582,0.08872116333258225,0.7040430726533004,-0.8100782134275976,-0.8687228459981626,0.48238303340233574,-0.5245631755727832,-0.06663807221711657,-0.48015501588403253,-0.9210100026980493,-0.17307692055685134,-0.9566904255316553,0.5530686234577414,-0.020042617583884117,-0.4224840238906186,0.20051056139845289,0.624508227403523,0.25262484143651853,0.6906189355239848,-0.4146317494609343,0.47647757690911535,-0.13899271781361694,0.6237257051401724,0.0561852797098135,0.23567822072673789,-0.43237030747662436,0.3281945104137661,-0.4850579175597269,0.19803960706777457,-0.5112247543605629,0.19803960706777457,-0.5535415213130528,0.8400637179764328
